name,public,private,tract
"Census Tract 403, Queens County, New York",449,0,4040300
"Census Tract 404, Queens County, New York",227,18,4040400
"Census Tract 405, Queens County, New York",158,20,4040500
"Census Tract 407, Queens County, New York",326,0,4040700
"Census Tract 409, Queens County, New York",283,26,4040900
"Census Tract 411, Queens County, New York",281,16,4041100
"Census Tract 413, Queens County, New York",159,50,4041300
"Census Tract 414, Queens County, New York",200,8,4041400
"Census Tract 415, Queens County, New York",176,24,4041500
"Census Tract 424, Queens County, New York",107,0,4042400
"Census Tract 426, Queens County, New York",0,0,4042600
"Census Tract 427, Queens County, New York",230,0,4042700
"Census Tract 432, Queens County, New York",114,22,4043200
"Census Tract 434, Queens County, New York",67,10,4043400
"Census Tract 437.01, Queens County, New York",177,0,4043701
"Census Tract 437.02, Queens County, New York",306,0,4043702
"Census Tract 439, Queens County, New York",184,7,4043900
"Census Tract 440, Queens County, New York",207,0,4044000
"Census Tract 443.01, Queens County, New York",150,27,4044301
"Census Tract 443.02, Queens County, New York",155,0,4044302
"Census Tract 444, Queens County, New York",122,0,4044400
"Census Tract 446.01, Queens County, New York",112,0,4044601
"Census Tract 446.02, Queens County, New York",271,19,4044602
"Census Tract 448, Queens County, New York",149,11,4044800
"Census Tract 450, Queens County, New York",90,8,4045000
"Census Tract 452, Queens County, New York",91,0,4045200
"Census Tract 454, Queens County, New York",194,45,4045400
"Census Tract 455, Queens County, New York",903,17,4045500
"Census Tract 456, Queens County, New York",55,5,4045600
"Census Tract 457, Queens County, New York",29,0,4045700
"Census Tract 458, Queens County, New York",139,0,4045800
"Census Tract 459, Queens County, New York",220,11,4045900
"Census Tract 460, Queens County, New York",219,0,4046000
"Census Tract 461, Queens County, New York",144,0,4046100
"Census Tract 462, Queens County, New York",432,0,4046200
"Census Tract 463, Queens County, New York",183,0,4046300
"Census Tract 464, Queens County, New York",43,5,4046400
"Census Tract 465, Queens County, New York",96,0,4046500
"Census Tract 466, Queens County, New York",139,24,4046600
"Census Tract 467, Queens County, New York",267,0,4046700
"Census Tract 468, Queens County, New York",59,7,4046800
"Census Tract 469, Queens County, New York",326,139,4046900
"Census Tract 470, Queens County, New York",150,19,4047000
"Census Tract 471, Queens County, New York",73,0,4047100
"Census Tract 472, Queens County, New York",142,11,4047200
"Census Tract 473, Queens County, New York",112,0,4047300
"Census Tract 475, Queens County, New York",133,0,4047500
"Census Tract 476, Queens County, New York",104,35,4047600
"Census Tract 478, Queens County, New York",151,18,4047800
"Census Tract 479, Queens County, New York",474,8,4047900
"Census Tract 480, Queens County, New York",209,7,4048000
"Census Tract 481, Queens County, New York",139,16,4048100
"Census Tract 482, Queens County, New York",78,21,4048200
"Census Tract 483, Queens County, New York",97,0,4048300
"Census Tract 484, Queens County, New York",267,51,4048400
"Census Tract 485, Queens County, New York",114,0,4048500
"Census Tract 489, Queens County, New York",59,6,4048900
"Census Tract 492, Queens County, New York",165,36,4049200
"Census Tract 493.01, Queens County, New York",128,5,4049301
"Census Tract 493.02, Queens County, New York",82,35,4049302
"Census Tract 495, Queens County, New York",97,5,4049500
"Census Tract 496, Queens County, New York",138,11,4049600
"Census Tract 497, Queens County, New York",169,36,4049700
"Census Tract 499, Queens County, New York",231,17,4049900
"Census Tract 500, Queens County, New York",110,0,4050000
"Census Tract 502.01, Queens County, New York",48,5,4050201
"Census Tract 502.02, Queens County, New York",43,4,4050202
"Census Tract 504, Queens County, New York",36,0,4050400
"Census Tract 505, Queens County, New York",30,15,4050500
"Census Tract 506, Queens County, New York",95,0,4050600
"Census Tract 507, Queens County, New York",178,28,4050700
"Census Tract 508, Queens County, New York",99,22,4050800
"Census Tract 510, Queens County, New York",92,12,4051000
"Census Tract 511, Queens County, New York",14,23,4051100
"Census Tract 512, Queens County, New York",183,33,4051200
"Census Tract 513, Queens County, New York",147,5,4051300
"Census Tract 515, Queens County, New York",106,11,4051500
"Census Tract 516, Queens County, New York",26,0,4051600
"Census Tract 517, Queens County, New York",28,23,4051700
"Census Tract 518, Queens County, New York",160,24,4051800
"Census Tract 520, Queens County, New York",94,0,4052000
"Census Tract 521, Queens County, New York",59,61,4052100
"Census Tract 522, Queens County, New York",45,15,4052200
"Census Tract 524, Queens County, New York",38,15,4052400
"Census Tract 525, Queens County, New York",106,14,4052500
"Census Tract 526, Queens County, New York",57,9,4052600
"Census Tract 528, Queens County, New York",34,0,4052800
"Census Tract 530, Queens County, New York",162,16,4053000
"Census Tract 531, Queens County, New York",98,17,4053100
"Census Tract 532, Queens County, New York",54,14,4053200
"Census Tract 534.01, Queens County, New York",90,32,4053401
"Census Tract 535, Queens County, New York",96,13,4053500
"Census Tract 536.01, Queens County, New York",132,0,4053601
"Census Tract 538, Queens County, New York",130,0,4053800
"Census Tract 539, Queens County, New York",169,31,4053900
"Census Tract 540, Queens County, New York",216,0,4054000
"Census Tract 542, Queens County, New York",239,9,4054200
"Census Tract 545, Queens County, New York",134,0,4054500
"Census Tract 547, Queens County, New York",215,0,4054700
"Census Tract 548, Queens County, New York",87,5,4054800
"Census Tract 549, Queens County, New York",292,0,4054900
"Census Tract 551, Queens County, New York",165,0,4055100
"Census Tract 552, Queens County, New York",150,19,4055200
"Census Tract 553, Queens County, New York",154,5,4055300
"Census Tract 554, Queens County, New York",72,18,4055400
"Census Tract 555, Queens County, New York",166,0,4055500
"Census Tract 556, Queens County, New York",75,12,4055600
"Census Tract 557, Queens County, New York",153,0,4055700
"Census Tract 558, Queens County, New York",80,17,4055800
"Census Tract 559, Queens County, New York",50,0,4055900
"Census Tract 560, Queens County, New York",87,22,4056000
"Census Tract 561, Queens County, New York",0,0,4056100
"Census Tract 562, Queens County, New York",40,31,4056200
"Census Tract 564, Queens County, New York",97,0,4056400
"Census Tract 565, Queens County, New York",97,0,4056500
"Census Tract 566, Queens County, New York",40,2,4056600
"Census Tract 567, Queens County, New York",173,12,4056700
"Census Tract 568, Queens County, New York",127,0,4056800
"Census Tract 577, Queens County, New York",244,0,4057700
"Census Tract 579, Queens County, New York",61,11,4057900
"Census Tract 580, Queens County, New York",159,10,4058000
"Census Tract 581, Queens County, New York",114,0,4058100
"Census Tract 582, Queens County, New York",289,78,4058200
"Census Tract 583, Queens County, New York",112,20,4058300
"Census Tract 585, Queens County, New York",173,9,4058500
"Census Tract 587, Queens County, New York",146,7,4058700
"Census Tract 589, Queens County, New York",268,0,4058900
"Census Tract 590, Queens County, New York",70,7,4059000
"Census Tract 591, Queens County, New York",271,71,4059100
"Census Tract 592, Queens County, New York",37,18,4059200
"Census Tract 593, Queens County, New York",128,41,4059300
"Census Tract 594, Queens County, New York",62,12,4059400
"Census Tract 595, Queens County, New York",212,31,4059500
"Census Tract 596, Queens County, New York",59,5,4059600
"Census Tract 598, Queens County, New York",41,34,4059800
"Census Tract 599, Queens County, New York",57,22,4059900
"Census Tract 600, Queens County, New York",55,6,4060000
"Census Tract 601, Queens County, New York",171,11,4060100
"Census Tract 603, Queens County, New York",60,0,4060300
"Census Tract 606, Queens County, New York",38,25,4060600
"Census Tract 607.01, Queens County, New York",0,0,4060701
"Census Tract 608, Queens County, New York",87,89,4060800
"Census Tract 610, Queens County, New York",52,6,4061000
"Census Tract 612, Queens County, New York",84,40,4061200
"Census Tract 613.01, Queens County, New York",303,35,4061301
"Census Tract 613.02, Queens County, New York",0,0,4061302
"Census Tract 614, Queens County, New York",58,4,4061400
"Census Tract 616.01, Queens County, New York",91,15,4061601
"Census Tract 616.02, Queens County, New York",46,35,4061602
"Census Tract 618, Queens County, New York",84,10,4061800
"Census Tract 619, Queens County, New York",62,7,4061900
"Census Tract 620, Queens County, New York",23,26,4062000
"Census Tract 621, Queens County, New York",86,22,4062100
"Census Tract 622, Queens County, New York",61,22,4062200
"Census Tract 623, Queens County, New York",79,6,4062300
"Census Tract 624, Queens County, New York",0,0,4062400
"Census Tract 625, Queens County, New York",106,19,4062500
"Census Tract 626, Queens County, New York",190,9,4062600
"Census Tract 627, Queens County, New York",246,0,4062700
"Census Tract 629, Queens County, New York",97,9,4062900
"Census Tract 630, Queens County, New York",63,15,4063000
"Census Tract 632, Queens County, New York",137,15,4063200
"Census Tract 633.01, Queens County, New York",46,15,4063301
"Census Tract 633.02, Queens County, New York",48,16,4063302
"Census Tract 635, Queens County, New York",67,52,4063500
"Census Tract 637, Queens County, New York",88,56,4063700
"Census Tract 638, Queens County, New York",217,11,4063800
"Census Tract 639, Queens County, New York",93,21,4063900
"Census Tract 641.01, Queens County, New York",72,6,4064101
"Census Tract 641.02, Queens County, New York",0,0,4064102
"Census Tract 645, Queens County, New York",35,31,4064500
"Census Tract 646, Queens County, New York",107,3,4064600
"Census Tract 650, Queens County, New York",172,10,4065000
"Census Tract 654, Queens County, New York",184,6,4065400
"Census Tract 655.01, Queens County, New York",0,0,4065501
"Census Tract 656, Queens County, New York",295,46,4065600
"Census Tract 657.02, Queens County, New York",39,14,4065702
"Census Tract 657.03, Queens County, New York",36,64,4065703
"Census Tract 659, Queens County, New York",23,30,4065900
"Census Tract 660, Queens County, New York",217,19,4066000
"Census Tract 661, Queens County, New York",15,19,4066100
"Census Tract 663, Queens County, New York",89,56,4066300
"Census Tract 664, Queens County, New York",672,72,4066400
"Census Tract 665.01, Queens County, New York",54,109,4066501
"Census Tract 667.01, Queens County, New York",73,44,4066701
"Census Tract 669, Queens County, New York",0,40,4066900
"Census Tract 671, Queens County, New York",29,32,4067100
"Census Tract 677, Queens County, New York",30,43,4067700
"Census Tract 679, Queens County, New York",123,10,4067900
"Census Tract 680, Queens County, New York",172,21,4068000
"Census Tract 682, Queens County, New York",78,0,4068200
"Census Tract 683, Queens County, New York",184,0,4068300
"Census Tract 687, Queens County, New York",78,0,4068700
"Census Tract 690, Queens County, New York",206,42,4069000
"Census Tract 693, Queens County, New York",169,10,4069300
"Census Tract 694, Queens County, New York",313,0,4069400
"Census Tract 695, Queens County, New York",45,16,4069500
"Census Tract 697.01, Queens County, New York",195,8,4069701
"Census Tract 697.02, Queens County, New York",103,15,4069702
"Census Tract 703, Queens County, New York",73,50,4070300
"Census Tract 707, Queens County, New York",95,15,4070700
"Census Tract 709, Queens County, New York",47,63,4070900
"Census Tract 711, Queens County, New York",63,17,4071100
"Census Tract 713.03, Queens County, New York",53,0,4071303
"Census Tract 713.04, Queens County, New York",83,22,4071304
"Census Tract 713.05, Queens County, New York",109,39,4071305
"Census Tract 713.06, Queens County, New York",115,19,4071306
"Census Tract 716, Queens County, New York",0,0,4071600
"Census Tract 717.01, Queens County, New York",115,0,4071701
"Census Tract 717.02, Queens County, New York",34,24,4071702
"Census Tract 719, Queens County, New York",65,0,4071900
"Census Tract 721, Queens County, New York",109,0,4072100
"Census Tract 723, Queens County, New York",72,76,4072300
"Census Tract 729, Queens County, New York",36,21,4072900
"Census Tract 731, Queens County, New York",36,6,4073100
"Census Tract 737, Queens County, New York",0,7,4073700
"Census Tract 739, Queens County, New York",117,21,4073900
"Census Tract 741, Queens County, New York",34,0,4074100
"Census Tract 743, Queens County, New York",132,113,4074300
"Census Tract 745, Queens County, New York",87,50,4074500
"Census Tract 747, Queens County, New York",73,67,4074700
"Census Tract 749, Queens County, New York",53,44,4074900
"Census Tract 757.01, Queens County, New York",31,0,4075701
"Census Tract 757.02, Queens County, New York",81,0,4075702
"Census Tract 769.01, Queens County, New York",12,30,4076901
"Census Tract 769.02, Queens County, New York",32,0,4076902
"Census Tract 773, Queens County, New York",9,13,4077300
"Census Tract 775, Queens County, New York",30,30,4077500
"Census Tract 779.02, Queens County, New York",123,174,4077902
"Census Tract 779.03, Queens County, New York",59,53,4077903
"Census Tract 779.04, Queens County, New York",106,64,4077904
"Census Tract 779.05, Queens County, New York",25,11,4077905
"Census Tract 779.06, Queens County, New York",174,33,4077906
"Census Tract 779.07, Queens County, New York",36,89,4077907
"Census Tract 779.08, Queens County, New York",183,41,4077908
"Census Tract 788, Queens County, New York",122,30,4078800
"Census Tract 790, Queens County, New York",134,23,4079000
"Census Tract 792, Queens County, New York",150,19,4079200
"Census Tract 793, Queens County, New York",0,0,4079300
"Census Tract 797.01, Queens County, New York",201,0,4079701
"Census Tract 797.02, Queens County, New York",189,8,4079702
"Census Tract 799, Queens County, New York",225,9,4079900
"Census Tract 803.01, Queens County, New York",209,84,4080301
"Census Tract 803.02, Queens County, New York",99,12,4080302
"Census Tract 809, Queens County, New York",227,16,4080900
"Census Tract 814, Queens County, New York",215,0,4081400
"Census Tract 818, Queens County, New York",209,0,4081800
"Census Tract 837, Queens County, New York",313,0,4083700
"Census Tract 838, Queens County, New York",285,39,4083800
"Census Tract 840, Queens County, New York",315,20,4084000
"Census Tract 845, Queens County, New York",67,0,4084500
"Census Tract 846.01, Queens County, New York",103,7,4084601
"Census Tract 846.02, Queens County, New York",32,0,4084602
"Census Tract 849, Queens County, New York",440,0,4084900
"Census Tract 853, Queens County, New York",179,0,4085300
"Census Tract 855, Queens County, New York",329,0,4085500
"Census Tract 857, Queens County, New York",274,21,4085700
"Census Tract 859, Queens County, New York",112,0,4085900
"Census Tract 861, Queens County, New York",74,4,4086100
"Census Tract 863, Queens County, New York",152,13,4086300
"Census Tract 864, Queens County, New York",123,17,4086400
"Census Tract 865, Queens County, New York",58,0,4086500
"Census Tract 869, Queens County, New York",44,9,4086900
"Census Tract 871, Queens County, New York",78,26,4087100
"Census Tract 884, Queens County, New York",242,36,4088400
"Census Tract 889.01, Queens County, New York",322,0,4088901
"Census Tract 892, Queens County, New York",249,107,4089200
"Census Tract 907, Queens County, New York",80,4,4090700
"Census Tract 916.01, Queens County, New York",91,147,4091601
"Census Tract 916.02, Queens County, New York",0,0,4091602
"Census Tract 918, Queens County, New York",0,0,4091800
"Census Tract 919, Queens County, New York",220,23,4091900
"Census Tract 922, Queens County, New York",56,59,4092200
"Census Tract 925, Queens County, New York",103,31,4092500
"Census Tract 928, Queens County, New York",90,224,4092800
"Census Tract 929, Queens County, New York",466,0,4092900
"Census Tract 934.01, Queens County, New York",30,111,4093401
"Census Tract 934.02, Queens County, New York",24,168,4093402
"Census Tract 938, Queens County, New York",227,74,4093800
"Census Tract 939, Queens County, New York",166,87,4093900
"Census Tract 942.01, Queens County, New York",147,14,4094201
"Census Tract 942.02, Queens County, New York",330,13,4094202
"Census Tract 942.03, Queens County, New York",78,0,4094203
"Census Tract 945, Queens County, New York",80,81,4094500
"Census Tract 947, Queens County, New York",140,29,4094700
"Census Tract 954, Queens County, New York",415,15,4095400
"Census Tract 964, Queens County, New York",329,28,4096400
"Census Tract 972.02, Queens County, New York",161,6,4097202
"Census Tract 972.03, Queens County, New York",676,23,4097203
"Census Tract 972.04, Queens County, New York",147,9,4097204
"Census Tract 973, Queens County, New York",15,6,4097300
"Census Tract 981, Queens County, New York",82,73,4098100
"Census Tract 987, Queens County, New York",80,35,4098700
"Census Tract 991, Queens County, New York",92,82,4099100
"Census Tract 992, Queens County, New York",341,0,4099200
"Census Tract 997.01, Queens County, New York",74,75,4099701
"Census Tract 997.03, Queens County, New York",76,0,4099703
"Census Tract 997.04, Queens County, New York",194,58,4099704
"Census Tract 997.05, Queens County, New York",69,0,4099705
"Census Tract 998.01, Queens County, New York",475,0,4099801
"Census Tract 998.02, Queens County, New York",54,0,4099802
"Census Tract 999, Queens County, New York",0,0,4099900
"Census Tract 1008.01, Queens County, New York",76,59,4100801
"Census Tract 1008.02, Queens County, New York",552,255,4100802
"Census Tract 1010.01, Queens County, New York",397,81,4101001
"Census Tract 1010.02, Queens County, New York",17,162,4101002
"Census Tract 1017, Queens County, New York",157,120,4101700
"Census Tract 1029, Queens County, New York",80,92,4102900
"Census Tract 1032.01, Queens County, New York",386,84,4103201
"Census Tract 1032.02, Queens County, New York",246,127,4103202
"Census Tract 1033, Queens County, New York",46,66,4103300
"Census Tract 1039, Queens County, New York",294,96,4103900
"Census Tract 1047, Queens County, New York",330,56,4104700
"Census Tract 1059, Queens County, New York",50,78,4105900
"Census Tract 1072.01, Queens County, New York",59,49,4107201
"Census Tract 1072.02, Queens County, New York",0,0,4107202
"Census Tract 1085, Queens County, New York",53,61,4108500
"Census Tract 1093, Queens County, New York",93,45,4109300
"Census Tract 1097, Queens County, New York",125,27,4109700
"Census Tract 1099, Queens County, New York",178,36,4109900
"Census Tract 1113, Queens County, New York",114,0,4111300
"Census Tract 1123, Queens County, New York",52,0,4112300
"Census Tract 1129, Queens County, New York",40,18,4112900
"Census Tract 1133, Queens County, New York",60,34,4113300
"Census Tract 1139, Queens County, New York",68,9,4113900
"Census Tract 1141, Queens County, New York",21,44,4114100
"Census Tract 1147, Queens County, New York",45,30,4114700
"Census Tract 1151, Queens County, New York",13,27,4115100
"Census Tract 1155, Queens County, New York",113,0,4115500
"Census Tract 1157, Queens County, New York",101,0,4115700
"Census Tract 1159, Queens County, New York",144,0,4115900
"Census Tract 1161, Queens County, New York",158,0,4116100
"Census Tract 1163, Queens County, New York",186,0,4116300
"Census Tract 1167, Queens County, New York",87,0,4116700
"Census Tract 1171, Queens County, New York",69,5,4117100
"Census Tract 1175, Queens County, New York",120,57,4117500
"Census Tract 1181, Queens County, New York",42,21,4118100
"Census Tract 1185, Queens County, New York",93,0,4118500
"Census Tract 1187, Queens County, New York",52,6,4118700
"Census Tract 1189, Queens County, New York",86,16,4118900
"Census Tract 1191, Queens County, New York",87,0,4119100
"Census Tract 1193, Queens County, New York",97,15,4119300
"Census Tract 1195, Queens County, New York",37,8,4119500
"Census Tract 1199, Queens County, New York",0,0,4119900
"Census Tract 1201, Queens County, New York",107,0,4120100
"Census Tract 1203, Queens County, New York",70,5,4120300
"Census Tract 1205, Queens County, New York",64,0,4120500
"Census Tract 1207, Queens County, New York",155,10,4120700
"Census Tract 1211, Queens County, New York",0,0,4121100
"Census Tract 1215, Queens County, New York",153,0,4121500
"Census Tract 1223, Queens County, New York",163,27,4122300
"Census Tract 1227.01, Queens County, New York",157,67,4122701
"Census Tract 1227.02, Queens County, New York",401,26,4122702
"Census Tract 1241, Queens County, New York",95,24,4124100
"Census Tract 1247, Queens County, New York",150,80,4124700
"Census Tract 1257, Queens County, New York",121,18,4125700
"Census Tract 1265, Queens County, New York",49,12,4126500
"Census Tract 1267, Queens County, New York",132,24,4126700
"Census Tract 1277, Queens County, New York",100,175,4127700
"Census Tract 1283, Queens County, New York",0,0,4128300
"Census Tract 1291.02, Queens County, New York",84,39,4129102
"Census Tract 1291.03, Queens County, New York",97,36,4129103
"Census Tract 1291.04, Queens County, New York",64,27,4129104
"Census Tract 1301, Queens County, New York",173,8,4130100
"Census Tract 1333, Queens County, New York",146,10,4133300
"Census Tract 1339, Queens County, New York",5,24,4133900
"Census Tract 1341, Queens County, New York",165,20,4134100
"Census Tract 1347, Queens County, New York",314,50,4134700
"Census Tract 1367, Queens County, New York",175,96,4136700
"Census Tract 1377, Queens County, New York",254,0,4137700
"Census Tract 1385.01, Queens County, New York",376,0,4138501
"Census Tract 1385.02, Queens County, New York",0,0,4138502
"Census Tract 1399, Queens County, New York",124,22,4139900
"Census Tract 1403, Queens County, New York",108,0,4140300
"Census Tract 1409.01, Queens County, New York",18,14,4140901
"Census Tract 1409.02, Queens County, New York",132,0,4140902
"Census Tract 1417, Queens County, New York",104,43,4141700
"Census Tract 1429, Queens County, New York",84,23,4142900
"Census Tract 1435, Queens County, New York",75,20,4143500
"Census Tract 1441, Queens County, New York",95,27,4144100
"Census Tract 1447, Queens County, New York",97,0,4144700
"Census Tract 1451.01, Queens County, New York",27,24,4145101
"Census Tract 1451.02, Queens County, New York",105,14,4145102
"Census Tract 1459, Queens County, New York",109,68,4145900
"Census Tract 1463, Queens County, New York",150,0,4146300
"Census Tract 1467, Queens County, New York",154,28,4146700
"Census Tract 1471, Queens County, New York",175,0,4147100
"Census Tract 1479, Queens County, New York",192,15,4147900
"Census Tract 1483, Queens County, New York",150,55,4148300
"Census Tract 1507.01, Queens County, New York",102,25,4150701
"Census Tract 1507.02, Queens County, New York",111,66,4150702
"Census Tract 1529.01, Queens County, New York",220,27,4152901
"Census Tract 1529.02, Queens County, New York",177,0,4152902
"Census Tract 1551.01, Queens County, New York",0,53,4155101
"Census Tract 1551.02, Queens County, New York",155,0,4155102
"Census Tract 1567, Queens County, New York",65,10,4156700
"Census Tract 1571.01, Queens County, New York",330,29,4157101
"Census Tract 1571.02, Queens County, New York",115,5,4157102
"Census Tract 1579.01, Queens County, New York",127,33,4157901
"Census Tract 1579.02, Queens County, New York",118,40,4157902
"Census Tract 1579.03, Queens County, New York",107,64,4157903
"Census Tract 1617, Queens County, New York",86,45,4161700
"Census Tract 1621, Queens County, New York",364,8,4162100
"Census Tract 3, Richmond County, New York",27,0,5000300
"Census Tract 6, Richmond County, New York",35,7,5000600
"Census Tract 7, Richmond County, New York",361,16,5000700
"Census Tract 8, Richmond County, New York",310,34,5000800
"Census Tract 9, Richmond County, New York",113,0,5000900
"Census Tract 11, Richmond County, New York",124,0,5001100
"Census Tract 17, Richmond County, New York",73,0,5001700
"Census Tract 18, Richmond County, New York",41,0,5001800
"Census Tract 20.01, Richmond County, New York",86,9,5002001
"Census Tract 20.02, Richmond County, New York",103,36,5002002
"Census Tract 21, Richmond County, New York",116,17,5002100
"Census Tract 27, Richmond County, New York",50,4,5002700
"Census Tract 29, Richmond County, New York",298,0,5002900
"Census Tract 33, Richmond County, New York",137,49,5003300
"Census Tract 36, Richmond County, New York",102,7,5003600
"Census Tract 39, Richmond County, New York",58,27,5003900
"Census Tract 40, Richmond County, New York",802,20,5004000
"Census Tract 47, Richmond County, New York",77,7,5004700
"Census Tract 50, Richmond County, New York",300,113,5005000
"Census Tract 59, Richmond County, New York",51,90,5005900
"Census Tract 64, Richmond County, New York",161,29,5006400
"Census Tract 67, Richmond County, New York",104,50,5006700
"Census Tract 70, Richmond County, New York",434,52,5007000
"Census Tract 74, Richmond County, New York",175,14,5007400
"Census Tract 75, Richmond County, New York",138,0,5007500
"Census Tract 77, Richmond County, New York",153,0,5007700
"Census Tract 81, Richmond County, New York",234,12,5008100
"Census Tract 96.01, Richmond County, New York",113,43,5009601
"Census Tract 96.02, Richmond County, New York",156,21,5009602
"Census Tract 97, Richmond County, New York",226,8,5009700
"Census Tract 105, Richmond County, New York",234,37,5010500
"Census Tract 112.01, Richmond County, New York",265,31,5011201
"Census Tract 112.02, Richmond County, New York",280,19,5011202
"Census Tract 114.01, Richmond County, New York",110,0,5011401
"Census Tract 114.02, Richmond County, New York",153,47,5011402
"Census Tract 121, Richmond County, New York",154,17,5012100
"Census Tract 122, Richmond County, New York",123,79,5012200
"Census Tract 125, Richmond County, New York",166,10,5012500
"Census Tract 128.04, Richmond County, New York",235,11,5012804
"Census Tract 128.05, Richmond County, New York",150,49,5012805
"Census Tract 128.06, Richmond County, New York",192,0,5012806
"Census Tract 132.01, Richmond County, New York",23,44,5013201
"Census Tract 132.03, Richmond County, New York",124,204,5013203
"Census Tract 132.04, Richmond County, New York",142,108,5013204
"Census Tract 133.01, Richmond County, New York",119,5,5013301
"Census Tract 133.02, Richmond County, New York",277,0,5013302
"Census Tract 134, Richmond County, New York",51,101,5013400
"Census Tract 138, Richmond County, New York",150,135,5013800
"Census Tract 141, Richmond County, New York",98,6,5014100
"Census Tract 146.04, Richmond County, New York",330,102,5014604
"Census Tract 146.05, Richmond County, New York",112,89,5014605
"Census Tract 146.06, Richmond County, New York",228,164,5014606
"Census Tract 146.07, Richmond County, New York",195,51,5014607
"Census Tract 146.08, Richmond County, New York",184,5,5014608
"Census Tract 147, Richmond County, New York",106,54,5014700
"Census Tract 151, Richmond County, New York",188,23,5015100
"Census Tract 154, Richmond County, New York",0,0,5015400
"Census Tract 156.01, Richmond County, New York",275,124,5015601
"Census Tract 156.02, Richmond County, New York",85,49,5015602
"Census Tract 156.03, Richmond County, New York",137,8,5015603
"Census Tract 169.01, Richmond County, New York",289,29,5016901
"Census Tract 170.05, Richmond County, New York",244,85,5017005
"Census Tract 170.07, Richmond County, New York",224,15,5017007
"Census Tract 170.08, Richmond County, New York",134,69,5017008
"Census Tract 170.09, Richmond County, New York",200,194,5017009
"Census Tract 170.10, Richmond County, New York",403,86,5017010
"Census Tract 170.11, Richmond County, New York",126,52,5017011
"Census Tract 170.12, Richmond County, New York",167,52,5017012
"Census Tract 173, Richmond County, New York",148,16,5017300
"Census Tract 176, Richmond County, New York",153,130,5017600
"Census Tract 177, Richmond County, New York",145,319,5017700
"Census Tract 181, Richmond County, New York",98,90,5018100
"Census Tract 187.01, Richmond County, New York",45,26,5018701
"Census Tract 187.02, Richmond County, New York",251,47,5018702
"Census Tract 189.01, Richmond County, New York",199,80,5018901
"Census Tract 189.02, Richmond County, New York",175,181,5018902
"Census Tract 197, Richmond County, New York",73,35,5019700
"Census Tract 198, Richmond County, New York",355,136,5019800
"Census Tract 201, Richmond County, New York",92,44,5020100
"Census Tract 207, Richmond County, New York",418,54,5020700
"Census Tract 208.01, Richmond County, New York",273,214,5020801
"Census Tract 208.03, Richmond County, New York",214,115,5020803
"Census Tract 208.04, Richmond County, New York",135,49,5020804
"Census Tract 213, Richmond County, New York",214,25,5021300
"Census Tract 223, Richmond County, New York",113,4,5022300
"Census Tract 226, Richmond County, New York",661,101,5022600
"Census Tract 228, Richmond County, New York",0,0,5022800
"Census Tract 231, Richmond County, New York",295,13,5023100
"Census Tract 239, Richmond County, New York",334,29,5023900
"Census Tract 244.01, Richmond County, New York",146,83,5024401
"Census Tract 244.02, Richmond County, New York",148,137,5024402
"Census Tract 247, Richmond County, New York",52,20,5024700
"Census Tract 248, Richmond County, New York",445,73,5024800
"Census Tract 251, Richmond County, New York",180,41,5025100
"Census Tract 273.01, Richmond County, New York",135,26,5027301
"Census Tract 273.02, Richmond County, New York",60,67,5027302
"Census Tract 277.02, Richmond County, New York",289,21,5027702
"Census Tract 277.04, Richmond County, New York",130,43,5027704
"Census Tract 277.05, Richmond County, New York",132,49,5027705
"Census Tract 277.06, Richmond County, New York",74,59,5027706
"Census Tract 279, Richmond County, New York",47,70,5027900
"Census Tract 291.02, Richmond County, New York",149,5,5029102
"Census Tract 291.03, Richmond County, New York",297,41,5029103
"Census Tract 291.04, Richmond County, New York",248,173,5029104
"Census Tract 303.01, Richmond County, New York",275,11,5030301
"Census Tract 303.02, Richmond County, New York",210,126,5030302
"Census Tract 319.01, Richmond County, New York",197,0,5031901
"Census Tract 319.02, Richmond County, New York",366,31,5031902
"Census Tract 323, Richmond County, New York",77,7,5032300
"Census Tract 9901, Richmond County, New York",0,0,5990100
