DBN,School Name,Total Student Response Rate,"1a. This school offers a wide enough variety of programs, classes and activities to keep me interested in school.",,"1b. The programs, classes, and activities at this school encourage students to develop talent outside academics.",,1c. This school is kept clean.,,1d. Most students at this school treat each other with respect.,,"1e. At this school, students with disabilities are included in all school activities (lunch, class trips, etc.).",,1f. My teachers use examples of students’ different cultures/backgrounds/families in their lessons to make learning more meaningful for me.,,"1g. I see people of many races, ethnicities, cultures, and backgrounds represented in the curriculum.",,"1h. In general, my teachers treat students from different cultures or backgrounds equally.",,1i. I feel that my teachers respect my culture/background.,,"1j. In general, my teachers make their lessons relevant to my everyday life experiences.",,"1k. In general, my teachers present positive images of people from a variety of races, ethnicities, cultures, and backgrounds.",,2a. I learn a lot from feedback on my work.,,2b. It's clear what I need to do to get a good grade.,,2c. The work we do in class is good preparation for our class tests.,,2d. The homework assignments help me learn the course material.,,2e. I know what my teacher wants me to learn in class.,,3a. My teachers help me catch up if I am behind.,,3b. My teachers notice if I have trouble learning something.,,3c. My teachers give me specific suggestions about how I can improve my work in class.,,3d. My teachers explain things a different way if I don't understand something in class.,,3e. My teachers support me when I am upset.,,4a. I’m learning a lot in my classes at this school to prepare me for the next level or grade.,,4b. There is at least one adult in the school that I can confide in.,,4c. My teachers will always listen to students' ideas.,,4d. My teachers always do what they say they will do.,,4e. My teachers treat me with respect.,,"4f. When my teachers tell me not to do something, I know they have a good reason.",,4g. My classes at this school really make me think critically.,,4h. Discipline is applied fairly in my school.,,4i. School Safety Agents promote a safe and respectful environment at this school.,,5a. In how many of your classes are you challenged?,,5b. In how many of your classes do your teachers ask difficult questions on tests?,,5c. In how many of your classes do your teachers ask difficult questions in class?,,5d. In how many of your classes do you work in small groups?,,"5e. In how many of your classes do your teachers want students to become better thinkers, not just memorize things?",,6a. In how many of your classes at this school do YOU feel most students listen carefully when the teacher gives directions?,,6b. In how many of your classes at this school do YOU feel most students follow the rules in class?,,6c. In how many of your classes at this school do YOU feel most students pay attention when they are supposed to?,,6d. In how many of your classes at this school do YOU feel most students work when they are supposed to?,,6e. In how many of your classes at this school do YOU feel most students behave well even when the teacher isn't watching?,,6f. In how many of your classes at this school do YOU feel most students feel it is important to come to school every day?,,6g. In how many of your classes at this school do YOU feel most students feel it is important to pay attention in class?,,6h. In how many of your classes at this school do YOU feel most students think doing homework is important?,,6i. In how many of your classes at this school do YOU feel most students try hard to get good grades?,,7a. I feel safe outside around this school.,,7b. I feel safe traveling between home and this school.,,"7c. I feel safe in the hallways, bathrooms, locker rooms, and cafeteria of this school.",,7d. I feel safe in my classes at this school.,,"8a. At this school students harass, bully or intimidate other students.",,"8b. At this school students harass, bully, or intimidate each other because of their race, religion, ethnicity, national origin, or citizenship/immigration status. ",,"8c. At this school students harass, bully, or intimidate each other because of their gender, gender identity, gender expression, or sexual orientation.",,"8d. At this school students harass, bully, or intimidate each other because of other differences, like disability or weight.",,"8e. At this school students harass, bully, or intimidate each other online (through mobile phones, social media, email, or other forms of electronic communication). ",,8f. At this school students get into physical fights.,,"8g. At this school students drink alcohol, use illegal drugs, or abuse prescription drugs while at school.",,8h. At this school there is gang activity.,,9a.This school provides guidance for the application process for high school.,,9b. This school educates families about the application/enrollment process for high school.,,"10a. Adults at this school (including teachers, administrators, counselors, and the principal) talk to me about what I plan to do after high school.",,"10b. Adults at this school (including teachers, administrators, counselors, and the principal) encourage me to continue my education after high school.",,"10c. Adults at this school (including teachers, administrators, counselors, and the principal) provide me with information about the college application process.",,"10d.  Adults at this school (including teachers, administrators, counselors, and the principal) help me plan for how to meet my future career goals. ",,"11a. Adults at this school (including teachers, administrators, counselors, and the principal) help me consider which colleges to apply to.",,"11b. Adults at this school (including teachers, administrators, counselors, and the principal) show me options for how to pay for college (scholarship, grants, loans, work study programs, etc.).",
75K371,P.S. 371 - LILLIAN L. RASHKIS,66%,11%,89%,10%,90%,13%,88%,19%,81%,3%,97%,4%,96%,6%,94%,3%,97%,3%,97%,5%,95%,4%,96%,20%,80%,11%,89%,13%,87%,21%,79%,13%,87%,16%,84%,17%,83%,16%,84%,13%,87%,16%,84%,6%,94%,6%,94%,11%,89%,8%,92%,8%,92%,7%,93%,10%,90%,9%,91%,11%,89%,29%,71%,30%,70%,36%,64%,26%,74%,12%,88%,24%,76%,16%,84%,20%,80%,20%,80%,26%,74%,22%,78%,20%,80%,26%,74%,15%,85%,16%,84%,13%,87%,9%,91%,9%,91%,72%,28%,84%,16%,84%,16%,81%,19%,77%,23%,76%,24%,85%,15%,85%,15%,N/A,N/A,N/A,N/A,12%,88%,8%,92%,22%,78%,14%,86%,31%,69%,39%,61%
75K373,P.S. 373 - BROOKLYN TRANSITION CENTER,100%,12%,88%,11%,89%,23%,77%,27%,73%,9%,91%,9%,91%,14%,86%,12%,88%,11%,89%,9%,91%,9%,91%,25%,75%,17%,83%,26%,74%,38%,63%,20%,80%,28%,72%,35%,65%,21%,79%,35%,65%,34%,66%,12%,88%,18%,82%,11%,89%,11%,89%,9%,91%,13%,87%,18%,82%,23%,77%,12%,88%,33%,67%,43%,57%,41%,59%,28%,72%,13%,87%,21%,79%,22%,78%,23%,77%,19%,81%,22%,78%,22%,78%,19%,81%,30%,70%,13%,87%,20%,80%,14%,86%,14%,86%,10%,90%,41%,59%,55%,45%,55%,45%,50%,50%,47%,53%,36%,64%,71%,29%,65%,35%,N/A,N/A,N/A,N/A,9%,91%,12%,88%,26%,74%,11%,89%,19%,81%,15%,85%
75K396,P.S. K396,94%,0%,100%,0%,100%,0%,100%,6%,94%,6%,94%,6%,94%,6%,94%,0%,100%,0%,100%,12%,88%,0%,100%,6%,94%,0%,100%,6%,94%,6%,94%,0%,100%,6%,94%,0%,100%,6%,94%,6%,94%,0%,100%,6%,94%,6%,94%,6%,94%,6%,94%,0%,100%,6%,94%,18%,82%,6%,94%,6%,94%,12%,88%,41%,59%,29%,71%,24%,76%,6%,94%,6%,94%,6%,94%,18%,82%,12%,88%,12%,88%,0%,100%,18%,82%,12%,88%,12%,88%,18%,82%,12%,88%,18%,82%,6%,94%,100%,0%,100%,0%,100%,0%,94%,6%,100%,0%,100%,0%,100%,0%,100%,0%,0%,100%,0%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75K721,P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,99%,3%,97%,5%,95%,8%,92%,7%,93%,3%,97%,2%,98%,7%,93%,1%,99%,3%,97%,4%,96%,6%,94%,18%,82%,12%,88%,15%,85%,20%,80%,12%,88%,15%,85%,20%,80%,10%,90%,15%,85%,15%,85%,7%,93%,7%,93%,7%,93%,8%,92%,4%,96%,4%,96%,7%,93%,9%,91%,5%,95%,28%,72%,48%,52%,49%,51%,23%,77%,10%,90%,15%,85%,15%,85%,18%,82%,9%,91%,19%,81%,12%,88%,13%,88%,19%,81%,14%,86%,10%,90%,9%,91%,7%,93%,5%,95%,81%,19%,88%,13%,88%,13%,88%,13%,86%,14%,81%,19%,96%,4%,93%,7%,N/A,N/A,N/A,N/A,11%,89%,9%,91%,25%,75%,11%,89%,29%,71%,31%,69%
75K753,P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,82%,8%,92%,10%,90%,15%,85%,24%,76%,7%,93%,6%,94%,5%,95%,8%,92%,4%,96%,8%,92%,5%,95%,21%,79%,9%,91%,17%,83%,21%,79%,13%,87%,15%,85%,22%,78%,12%,88%,20%,80%,22%,78%,11%,89%,10%,90%,11%,89%,15%,85%,10%,90%,8%,92%,13%,87%,16%,84%,10%,90%,31%,69%,31%,69%,32%,68%,30%,70%,10%,90%,24%,76%,26%,74%,26%,74%,21%,79%,27%,73%,22%,78%,21%,79%,27%,73%,21%,79%,14%,86%,9%,91%,8%,92%,5%,95%,62%,38%,70%,30%,75%,25%,72%,28%,63%,37%,62%,38%,76%,24%,73%,27%,10%,90%,10%,90%,10%,90%,10%,90%,13%,87%,8%,92%,12%,88%,12%,88%
75K771,P.S. K771,69%,5%,95%,3%,98%,16%,84%,17%,83%,0%,100%,7%,93%,5%,95%,5%,95%,5%,95%,8%,93%,3%,97%,11%,89%,7%,93%,7%,93%,11%,89%,2%,98%,7%,93%,9%,91%,5%,95%,2%,98%,12%,88%,2%,98%,5%,95%,5%,95%,5%,95%,2%,98%,7%,93%,2%,98%,12%,88%,5%,95%,11%,89%,32%,68%,25%,75%,9%,91%,5%,95%,28%,72%,28%,72%,32%,68%,20%,80%,36%,64%,12%,88%,14%,86%,19%,81%,14%,86%,5%,95%,5%,95%,7%,93%,2%,98%,53%,47%,77%,23%,71%,29%,71%,29%,73%,28%,64%,36%,90%,10%,83%,17%,2%,98%,0%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75K811,P.S. K811 CONNIE LEKAS SCHOOL,98%,7%,93%,9%,91%,16%,84%,13%,87%,8%,92%,9%,91%,10%,90%,6%,94%,8%,92%,12%,88%,10%,90%,24%,76%,11%,89%,16%,84%,20%,80%,13%,87%,20%,80%,24%,76%,15%,85%,23%,77%,20%,80%,6%,94%,12%,88%,7%,93%,9%,91%,5%,95%,8%,92%,13%,87%,17%,83%,5%,95%,25%,75%,42%,58%,48%,52%,24%,76%,12%,88%,19%,81%,13%,87%,19%,81%,15%,85%,28%,72%,20%,80%,19%,81%,22%,78%,12%,88%,13%,87%,12%,88%,13%,87%,5%,95%,74%,26%,81%,19%,85%,15%,84%,16%,81%,19%,75%,25%,92%,8%,88%,12%,30%,70%,19%,81%,10%,90%,9%,91%,18%,82%,8%,92%,12%,88%,14%,86%
75M035,P.S. 035,52%,33%,67%,34%,66%,34%,66%,42%,58%,15%,85%,27%,73%,16%,84%,18%,82%,15%,85%,28%,72%,17%,83%,41%,59%,20%,80%,33%,67%,45%,55%,30%,70%,28%,72%,35%,65%,36%,64%,36%,64%,40%,60%,25%,75%,16%,84%,29%,71%,28%,73%,17%,83%,20%,80%,29%,71%,28%,72%,32%,68%,40%,60%,39%,61%,40%,60%,56%,44%,36%,64%,41%,59%,37%,63%,44%,56%,40%,60%,43%,57%,40%,60%,39%,61%,44%,56%,36%,64%,20%,80%,17%,83%,18%,82%,13%,87%,55%,45%,71%,29%,73%,28%,69%,31%,67%,33%,50%,50%,65%,35%,71%,29%,N/A,N/A,N/A,N/A,18%,82%,13%,87%,23%,78%,23%,77%,32%,68%,32%,68%
75M079,P.S. M079 - HORAN SCHOOL,100%,25%,75%,31%,69%,26%,74%,29%,71%,15%,85%,19%,81%,23%,77%,14%,86%,11%,89%,14%,86%,17%,83%,29%,71%,26%,74%,31%,69%,32%,68%,23%,77%,23%,77%,31%,69%,26%,74%,23%,77%,28%,72%,16%,84%,18%,82%,17%,83%,15%,85%,13%,87%,18%,82%,21%,79%,23%,77%,16%,84%,33%,67%,43%,57%,41%,59%,29%,71%,22%,78%,32%,68%,29%,71%,30%,70%,26%,74%,34%,66%,24%,76%,22%,78%,33%,67%,28%,72%,27%,73%,17%,83%,27%,73%,17%,83%,50%,50%,61%,39%,55%,45%,56%,44%,61%,39%,46%,54%,76%,24%,75%,25%,33%,67%,44%,56%,25%,75%,27%,73%,37%,63%,22%,78%,39%,61%,36%,64%
75M094,P.S. M094,90%,12%,88%,14%,86%,14%,86%,12%,88%,10%,90%,11%,89%,7%,93%,7%,93%,5%,95%,5%,95%,9%,91%,18%,82%,16%,84%,9%,91%,14%,86%,11%,89%,9%,91%,16%,84%,11%,89%,18%,82%,16%,84%,2%,98%,5%,95%,5%,95%,7%,93%,5%,95%,16%,84%,2%,98%,9%,91%,5%,95%,23%,77%,20%,80%,20%,80%,14%,86%,9%,91%,5%,95%,7%,93%,20%,80%,9%,91%,18%,82%,2%,98%,5%,95%,11%,89%,5%,95%,18%,82%,5%,95%,7%,93%,0%,100%,61%,39%,77%,23%,82%,18%,82%,18%,91%,9%,89%,11%,98%,2%,98%,2%,19%,81%,25%,75%,0%,100%,0%,100%,17%,83%,0%,100%,14%,86%,0%,100%
75M138,P.S. 138,94%,11%,89%,9%,91%,12%,88%,12%,88%,9%,91%,17%,83%,10%,90%,5%,95%,1%,99%,6%,94%,8%,92%,19%,81%,17%,83%,20%,80%,22%,78%,14%,86%,17%,83%,23%,77%,13%,88%,20%,80%,19%,81%,7%,93%,7%,93%,6%,94%,5%,95%,4%,96%,8%,92%,9%,91%,13%,87%,4%,96%,37%,63%,42%,58%,43%,57%,15%,85%,11%,89%,13%,87%,14%,86%,13%,87%,10%,90%,21%,79%,14%,86%,16%,84%,17%,83%,8%,92%,11%,89%,9%,91%,5%,95%,7%,93%,78%,22%,82%,18%,86%,14%,86%,14%,85%,15%,84%,16%,91%,9%,82%,18%,3%,97%,7%,93%,6%,94%,8%,92%,19%,81%,4%,96%,12%,88%,7%,93%
75M169,P.S. M169 - ROBERT F. KENNEDY,68%,31%,69%,22%,78%,70%,30%,81%,19%,14%,86%,17%,83%,16%,84%,13%,87%,3%,98%,14%,86%,5%,95%,41%,59%,11%,89%,29%,71%,43%,57%,16%,84%,26%,74%,33%,67%,29%,71%,24%,76%,28%,72%,16%,84%,5%,95%,12%,88%,24%,76%,2%,98%,17%,83%,18%,83%,37%,63%,20%,80%,43%,57%,33%,67%,53%,48%,54%,46%,17%,83%,45%,55%,54%,46%,50%,50%,45%,55%,57%,43%,40%,60%,17%,83%,45%,55%,29%,71%,29%,71%,12%,88%,35%,65%,17%,83%,21%,79%,40%,60%,45%,55%,33%,67%,37%,63%,21%,79%,62%,38%,31%,69%,12%,88%,15%,85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75M226,P.S. M226,76%,0%,100%,4%,96%,24%,76%,7%,93%,4%,96%,18%,82%,3%,97%,6%,94%,3%,97%,7%,93%,10%,90%,19%,81%,0%,100%,10%,90%,16%,84%,10%,90%,10%,90%,26%,74%,16%,84%,13%,87%,23%,77%,3%,97%,10%,90%,3%,97%,6%,94%,6%,94%,6%,94%,13%,87%,10%,90%,3%,97%,19%,81%,55%,45%,52%,48%,26%,74%,10%,90%,26%,74%,13%,87%,16%,84%,10%,90%,32%,68%,3%,97%,19%,81%,19%,81%,10%,90%,7%,93%,7%,93%,3%,97%,0%,100%,84%,16%,97%,3%,97%,3%,84%,16%,81%,19%,97%,3%,100%,0%,93%,7%,N/A,N/A,N/A,N/A,8%,92%,15%,85%,12%,88%,8%,92%,0%,100%,33%,67%
75M721,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,99%,10%,90%,9%,91%,14%,86%,13%,87%,6%,94%,5%,95%,7%,93%,4%,96%,6%,94%,4%,96%,4%,96%,24%,76%,10%,90%,18%,82%,21%,79%,12%,88%,13%,87%,20%,80%,12%,88%,19%,81%,19%,81%,5%,95%,7%,93%,7%,93%,5%,95%,3%,97%,4%,96%,12%,88%,9%,91%,4%,96%,31%,69%,41%,59%,39%,61%,19%,81%,9%,91%,14%,86%,9%,91%,9%,91%,11%,89%,20%,80%,8%,92%,7%,93%,13%,87%,9%,91%,9%,91%,5%,95%,5%,95%,4%,96%,66%,34%,82%,18%,81%,19%,74%,26%,78%,22%,71%,29%,90%,10%,88%,12%,7%,93%,7%,93%,7%,93%,12%,88%,26%,74%,6%,94%,29%,71%,28%,72%
75M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,89%,8%,92%,7%,93%,16%,84%,20%,80%,8%,92%,7%,93%,12%,88%,8%,92%,3%,97%,9%,91%,4%,96%,24%,76%,14%,86%,20%,80%,30%,70%,15%,85%,22%,78%,28%,72%,15%,85%,21%,79%,22%,78%,8%,92%,14%,86%,7%,93%,11%,89%,6%,94%,9%,91%,16%,84%,22%,78%,9%,91%,25%,75%,25%,75%,29%,71%,30%,70%,14%,86%,22%,78%,15%,85%,19%,81%,15%,85%,25%,75%,20%,80%,13%,87%,35%,65%,12%,88%,14%,86%,11%,89%,13%,87%,4%,96%,62%,38%,83%,17%,77%,23%,81%,19%,69%,31%,67%,33%,89%,11%,88%,12%,6%,94%,12%,88%,8%,92%,12%,88%,29%,71%,6%,94%,18%,82%,18%,82%
75M811,P.S. M811 - MICKEY MANTLE SCHOOL,80%,3%,97%,2%,98%,3%,97%,3%,97%,0%,100%,0%,100%,2%,98%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,8%,92%,0%,100%,0%,100%,0%,100%,0%,100%,2%,98%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,5%,95%,5%,95%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,2%,98%,0%,100%,2%,98%,7%,93%,7%,93%,2%,98%,23%,77%,5%,95%,0%,100%,0%,100%,0%,100%,0%,100%,95%,5%,98%,2%,98%,2%,98%,2%,100%,0%,97%,3%,100%,0%,100%,0%,0%,100%,2%,98%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75Q004,P.S. Q004,100%,0%,100%,0%,100%,4%,96%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,7%,93%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,4%,96%,0%,100%,4%,96%,0%,100%,0%,100%,7%,93%,4%,96%,4%,96%,0%,100%,7%,93%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,100%,0%,0%,100%,0%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75Q009,P.S. 009,76%,13%,88%,16%,84%,25%,75%,22%,78%,9%,91%,8%,92%,8%,92%,9%,91%,5%,95%,9%,91%,11%,89%,26%,74%,10%,90%,16%,84%,19%,81%,12%,88%,12%,88%,15%,85%,14%,86%,15%,85%,16%,84%,7%,93%,10%,90%,12%,88%,15%,85%,2%,98%,10%,90%,14%,86%,20%,80%,12%,88%,27%,73%,26%,74%,34%,66%,21%,79%,15%,85%,13%,87%,18%,82%,19%,81%,13%,87%,24%,76%,13%,87%,13%,87%,18%,82%,12%,88%,15%,85%,10%,90%,12%,88%,9%,91%,48%,52%,65%,35%,70%,30%,54%,46%,65%,35%,56%,44%,84%,16%,77%,23%,8%,92%,8%,92%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75Q023,P.S. Q023 @ QUEENS CHILDREN CENTER,59%,30%,70%,18%,82%,47%,53%,51%,49%,2%,98%,9%,91%,2%,98%,7%,93%,2%,98%,23%,77%,12%,88%,44%,56%,17%,83%,21%,79%,35%,65%,14%,86%,33%,67%,27%,73%,29%,71%,23%,77%,36%,64%,18%,82%,20%,80%,20%,80%,25%,75%,14%,86%,19%,81%,31%,69%,30%,70%,25%,75%,52%,48%,55%,45%,63%,37%,52%,48%,23%,77%,37%,63%,36%,64%,34%,66%,32%,68%,40%,60%,37%,63%,26%,74%,38%,62%,29%,71%,23%,77%,14%,86%,22%,78%,17%,83%,45%,55%,84%,16%,71%,29%,61%,39%,67%,33%,57%,43%,85%,15%,83%,17%,12%,88%,4%,96%,5%,95%,3%,97%,13%,87%,18%,82%,16%,84%,22%,78%
75Q075,ROBERT E. PEARY SCHOOL,93%,13%,87%,13%,87%,27%,73%,26%,74%,8%,92%,9%,91%,9%,91%,9%,91%,6%,94%,8%,92%,7%,93%,23%,77%,13%,87%,13%,87%,19%,81%,13%,87%,17%,83%,22%,78%,15%,85%,16%,84%,18%,82%,8%,92%,12%,88%,11%,89%,13%,87%,6%,94%,8%,92%,13%,87%,14%,86%,11%,89%,22%,78%,38%,62%,35%,65%,22%,78%,10%,90%,19%,81%,20%,80%,19%,81%,18%,82%,28%,72%,20%,80%,18%,82%,24%,76%,18%,82%,15%,85%,13%,87%,15%,85%,11%,89%,67%,33%,76%,24%,81%,19%,69%,31%,78%,22%,65%,35%,89%,11%,87%,13%,9%,91%,12%,88%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75Q177,P.S. Q177,100%,4%,96%,5%,95%,17%,83%,5%,95%,4%,96%,5%,95%,5%,95%,5%,95%,3%,97%,4%,96%,4%,96%,8%,92%,5%,95%,5%,95%,6%,94%,6%,94%,8%,92%,7%,93%,7%,93%,8%,92%,8%,92%,4%,96%,5%,95%,5%,95%,4%,96%,3%,97%,3%,97%,3%,97%,7%,93%,5%,95%,5%,95%,18%,82%,18%,82%,11%,89%,8%,92%,10%,90%,7%,93%,10%,90%,6%,94%,11%,89%,5%,95%,5%,95%,7%,93%,6%,94%,4%,96%,4%,96%,3%,97%,3%,97%,90%,10%,95%,5%,94%,6%,95%,5%,91%,9%,89%,11%,96%,4%,95%,5%,10%,90%,13%,88%,7%,93%,5%,95%,20%,80%,2%,98%,22%,78%,22%,78%
75Q224,P.S. Q224,98%,11%,89%,11%,89%,23%,77%,8%,92%,3%,98%,5%,95%,3%,97%,0%,100%,2%,98%,5%,95%,3%,97%,12%,88%,5%,95%,2%,98%,7%,93%,5%,95%,24%,76%,12%,88%,12%,88%,15%,85%,20%,80%,0%,100%,0%,100%,5%,95%,2%,98%,2%,98%,15%,85%,10%,90%,10%,90%,5%,95%,15%,85%,30%,70%,40%,60%,20%,80%,3%,98%,8%,93%,18%,82%,10%,90%,8%,92%,23%,78%,10%,90%,5%,95%,13%,88%,8%,93%,5%,95%,3%,98%,3%,98%,0%,100%,78%,23%,80%,20%,95%,5%,88%,13%,85%,15%,85%,15%,100%,0%,95%,5%,5%,95%,8%,92%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75Q233,P.S. Q233,93%,4%,96%,7%,93%,10%,90%,9%,91%,4%,96%,3%,97%,4%,96%,5%,95%,2%,98%,4%,96%,2%,98%,9%,91%,10%,90%,10%,90%,5%,95%,5%,95%,12%,88%,15%,85%,7%,93%,12%,88%,13%,87%,4%,96%,7%,93%,1%,99%,3%,97%,3%,97%,4%,96%,5%,95%,6%,94%,2%,98%,24%,76%,30%,70%,29%,71%,13%,87%,6%,94%,9%,91%,13%,87%,12%,88%,7%,93%,12%,88%,11%,89%,9%,91%,11%,89%,10%,90%,9%,91%,5%,95%,5%,95%,3%,97%,74%,26%,81%,19%,81%,19%,80%,20%,84%,16%,90%,10%,90%,10%,92%,8%,N/A,N/A,N/A,N/A,4%,96%,5%,95%,12%,88%,2%,98%,15%,85%,13%,87%
75Q255,P.S. Q255,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
75Q256,P.S. Q256,77%,17%,83%,18%,82%,26%,74%,35%,65%,7%,93%,15%,85%,10%,90%,9%,91%,9%,91%,13%,87%,9%,91%,27%,73%,12%,88%,22%,78%,31%,69%,16%,84%,18%,82%,23%,77%,18%,82%,21%,79%,25%,75%,12%,88%,13%,87%,12%,88%,16%,84%,10%,90%,16%,84%,20%,80%,17%,83%,16%,84%,34%,66%,30%,70%,34%,66%,26%,74%,20%,80%,27%,73%,24%,76%,28%,72%,26%,74%,31%,69%,21%,79%,19%,81%,24%,76%,17%,83%,11%,89%,10%,90%,11%,89%,9%,91%,58%,42%,73%,27%,68%,32%,65%,35%,70%,30%,57%,43%,79%,21%,71%,29%,11%,89%,5%,95%,9%,91%,12%,88%,14%,86%,13%,87%,30%,70%,25%,75%
75Q277,THE RIVERVIEW SCHOOL,82%,0%,100%,0%,100%,0%,100%,7%,93%,0%,100%,0%,100%,0%,100%,6%,94%,6%,94%,0%,100%,6%,94%,11%,89%,28%,72%,6%,94%,17%,83%,17%,83%,28%,72%,11%,89%,22%,78%,6%,94%,22%,78%,0%,100%,11%,89%,17%,83%,0%,100%,11%,89%,11%,89%,0%,100%,17%,83%,0%,100%,17%,83%,28%,72%,28%,72%,11%,89%,11%,89%,17%,83%,11%,89%,11%,89%,6%,94%,33%,67%,11%,89%,11%,89%,6%,94%,11%,89%,17%,83%,6%,94%,6%,94%,6%,94%,72%,28%,72%,28%,94%,6%,72%,28%,78%,22%,83%,17%,89%,11%,78%,22%,0%,100%,0%,100%,0%,100%,0%,100%,20%,80%,0%,100%,0%,100%,0%,100%
75Q721,JOHN F. KENNEDY JR. SCHOOL,100%,10%,90%,10%,90%,11%,89%,10%,90%,9%,91%,8%,92%,6%,94%,7%,93%,7%,93%,8%,92%,7%,93%,16%,84%,13%,87%,16%,84%,20%,80%,11%,89%,14%,86%,18%,82%,13%,87%,16%,84%,16%,84%,8%,92%,12%,88%,6%,94%,7%,93%,5%,95%,7%,93%,9%,91%,11%,89%,6%,94%,21%,79%,25%,75%,28%,72%,21%,79%,9%,91%,11%,89%,11%,89%,14%,86%,13%,87%,16%,84%,10%,90%,10%,90%,13%,87%,11%,89%,10%,90%,10%,90%,7%,93%,6%,94%,69%,31%,75%,25%,75%,25%,75%,25%,70%,30%,71%,29%,83%,17%,80%,20%,N/A,N/A,N/A,N/A,7%,93%,12%,88%,21%,79%,7%,93%,17%,83%,21%,79%
75Q752,QUEENS TRANSITION CENTER,86%,19%,81%,16%,84%,31%,69%,37%,63%,10%,90%,14%,86%,9%,91%,10%,90%,7%,93%,13%,87%,10%,90%,33%,67%,15%,85%,25%,75%,32%,68%,21%,79%,27%,73%,29%,71%,22%,78%,29%,71%,24%,76%,14%,86%,14%,86%,13%,87%,20%,80%,10%,90%,11%,89%,23%,77%,24%,76%,19%,81%,42%,58%,47%,53%,48%,52%,42%,58%,24%,76%,34%,66%,33%,67%,35%,65%,35%,65%,40%,60%,31%,69%,32%,68%,36%,64%,25%,75%,19%,81%,15%,85%,22%,78%,11%,89%,50%,50%,63%,37%,64%,36%,62%,38%,61%,39%,53%,47%,67%,33%,72%,28%,N/A,N/A,N/A,N/A,15%,85%,15%,85%,26%,74%,14%,86%,21%,79%,21%,79%
